name|detail_url|address/street|address/city|address/state|address/zip|phone|email_link|website|description
Redmond CPA PLLC|//business.lakenormanchamber.org/directory/Details/redmond-cpa-pllc-1573656|P.O. Box 12|Cornelius|NC|28031|(704) 997-9810|https://business.lakenormanchamber.org/directory/Contact/plzgqJBL|http://www.redmondcpapllc.com/|
ReDux Design Group|//business.lakenormanchamber.org/directory/Details/redux-design-group-3228961|19801 South Main Street Suite 6|Cornelius|NC|28078|(980) 266-3937|https://business.lakenormanchamber.org/directory/Contact/raNJoXkp|http://www.reduxdesigngroup.com/|
Relation Insurance Services - Steve Melton|//business.lakenormanchamber.org/directory/Details/relation-insurance-services-steve-melton-2254207|11215 N. Community House Rd, Unit 100|Charlotte|NC|28277|704-574-2991|https://business.lakenormanchamber.org/directory/Contact/rD8Yla4r||
Relocation Guide|//business.lakenormanchamber.org/directory/Details/relocation-guide-1573687|2435 Lynne Road, Suite 106|Raleigh|NC|27612|(843) 327-3319|https://business.lakenormanchamber.org/directory/Contact/p524mO3P|http://www.relocationguide.biz/|
Republic Services|//business.lakenormanchamber.org/directory/Details/republic-services-1573982|3358 Highway 51 North|Fort Mill|SC|29715|(803) 818-3910||http://www.republicservices.com/|
Residence Inn by Marriott, Lake Norman|//business.lakenormanchamber.org/directory/Details/residence-inn-by-marriott-lake-norman-1573972|16830 Kenton Drive|Huntersville|NC|28078|(704) 584-0000|https://business.lakenormanchamber.org/directory/Contact/rDg5WwQL|http://www.residenceinn.com/cltrn|
Resilience Therapeutic Massage & Body Works|//business.lakenormanchamber.org/directory/Details/resilience-therapeutic-massage-body-works-1813450|15905 Brookway Drive Suite 4106|Huntersville|NC|28078|(704) 584-9524|https://business.lakenormanchamber.org/directory/Contact/LWqK4Ndp|http://resiliencemassagetherapy.com/|
Retirement Planning Group, Becky Johnson|//business.lakenormanchamber.org/directory/Details/retirement-planning-group-becky-johnson-1574059|13830 Ballantyne Corporate Place Suite 200|Charlotte|NC|28277-3688|(704) 892-7575|https://business.lakenormanchamber.org/directory/Contact/plzgq5KL|https://www.ameripriseadvisors.com/becky.l.johnson|
Rid-A-Bug Exterminating Co., Inc|//business.lakenormanchamber.org/directory/Details/rid-a-bug-exterminating-co-inc-1574114|2648 Somers Road|Hamptonville|NC|27020|(800) 682-5901|https://business.lakenormanchamber.org/directory/Contact/LwZN6n0P|https://www.ridabuginc.com/|
Rise Cafe|//business.lakenormanchamber.org/directory/Details/rise-cafe-2024107|9525 Birkdale Crossing Dr|Huntersville|NC|28078|(980) 689-2538|https://business.lakenormanchamber.org/directory/Contact/PKME7mvr||
Riva Aesthetic Dermatology|//business.lakenormanchamber.org/directory/Details/riva-aesthetic-dermatology-1573809|17039 Kenton Drive, Suite 100|Cornelius|NC|28031|(704) 896-8837|https://business.lakenormanchamber.org/directory/Contact/PoXe1ZvL|http://www.rivaderm.com/|
River Run Country Club|//business.lakenormanchamber.org/directory/Details/river-run-country-club-1573983|19125 River Falls Drive|Davidson|NC|28036|(704) 892-4633|https://business.lakenormanchamber.org/directory/Contact/r6V4mDRr|http://www.riverruncc.com/|
RL Architecture, PLLC|//business.lakenormanchamber.org/directory/Details/rl-architecture-pllc-1574262|P.O. Box 161|Davidson|NC|28036|(704) 756-3540|https://business.lakenormanchamber.org/directory/Contact/LmwabzOp|https://www.rlarchitecture.com/|
Robbins & Bentz|//business.lakenormanchamber.org/directory/Details/robbins-bentz-1574103|19453 W. Catawba Ave.|Cornelius|NC|28031|(704) 892-4098|https://business.lakenormanchamber.org/directory/Contact/p524mxWP|http://www.robbinsbentz.com/|
Rose & Associates Southeast, Inc|//business.lakenormanchamber.org/directory/Details/rose-associates-southeast-inc-1573962|PO Box 910|Davidson|NC|28036|(704) 896-0094|https://business.lakenormanchamber.org/directory/Contact/pMw7vY0L|http://www.roseassociates.com/|
Rotary Club of Lake Norman|//business.lakenormanchamber.org/directory/Details/rotary-club-of-lake-norman-3442365|P.O. Box 2306|Huntersville|NC|28078|(704) 400-7718|https://business.lakenormanchamber.org/directory/Contact/Lz9oV28P|http://www.lakenormanrotary.org/|
Rotating Memories PhotoBooth Rentals|//business.lakenormanchamber.org/directory/Details/rotating-memories-photobooth-rentals-2242779|13729 Cinnabar Place|Huntersville|NC|28078|704-858-1717|https://business.lakenormanchamber.org/directory/Contact/pgyz4YKL|http://www.rotatingmemories.com/|
Rotunda Electric|//business.lakenormanchamber.org/directory/Details/rotunda-electric-1573824|PO Box 1378|Cornelius|NC|28031|(704) 617-1970|https://business.lakenormanchamber.org/directory/Contact/pVe7oBor|http://www.rotundaelectric.com/|
Rural Hill|//business.lakenormanchamber.org/directory/Details/rural-hill-1574060|4431 Neck Road|Huntersville|NC|28070|(704) 875-3113|https://business.lakenormanchamber.org/directory/Contact/pR179Vxr|http://www.ruralhill.net/|
Rusty Wallace Racing|//business.lakenormanchamber.org/directory/Details/rusty-wallace-racing-1573746|P.O. Box 5510|Mooresville|NC|28117|(704) 799-4507|https://business.lakenormanchamber.org/directory/Contact/p8EYX1BP|http://www.rustywallacecars.com/|
Sabores Bakery|//business.lakenormanchamber.org/directory/Details/sabores-bakery-3524108|20833 Catawba Avenue|Cornelius|NC|28031|(561) 900-6084|https://business.lakenormanchamber.org/directory/Contact/PNvRovVP|http://www.instagram.com/saboresbakerync?igsh=MWJsMTVyZ3Znc3g0cw%3D%3D&utm_source=qr|
SafeNest Storage - Beatties Ford Road|//business.lakenormanchamber.org/directory/Details/safenest-storage-beatties-ford-road-3328100|9220 Beatties Ford Road|Huntersville|NC|28078|(704)  870-2103|https://business.lakenormanchamber.org/directory/Contact/rkNqMZOL|https://www.usstoragecenters.com/storage-units/nc/huntersville/9220-beatties-ford-rd|
SafeNest Storage - Seagle Street|//business.lakenormanchamber.org/directory/Details/safenest-storage-seagle-street-3328098|509 Seagle Street|Huntersville|NC|28078|(980) 399-5346|https://business.lakenormanchamber.org/directory/Contact/pGnM5j9r|https://www.usstoragecenters.com/storage-units/nc/huntersville/509-seagle-st|
Sales Xceleration|//business.lakenormanchamber.org/directory/Details/sales-xceleration-2672256|148 Fairburn Dr|Mooresville|NC|28117|614-323-4775|https://business.lakenormanchamber.org/directory/Contact/PoWkgXaP|http://salesxceleration.com/|
Sarah Davis Real Estate at Keller Williams|//business.lakenormanchamber.org/directory/Details/sarah-davis-real-estate-at-keller-williams-2853184|118 Morlake Dr Suite 100|Mooresville|NC|28115|7042527008|https://business.lakenormanchamber.org/directory/Contact/LvY256YP|http://www.amazingcarolinas.com/|
SAVVY Salon & Day Spa|//business.lakenormanchamber.org/directory/Details/savvy-salon-day-spa-1574044|20430-2 W. Catawba Ave|Cornelius|NC|28031|(704) 895-0404|https://business.lakenormanchamber.org/directory/Contact/PNa91vVp|http://www.savvysalonanddayspa.com/|
Savvy Senior Living Advisors, LLC|//business.lakenormanchamber.org/directory/Details/savvy-senior-living-advisors-llc-2927659|14707 Keyes Meadow Way|Huntersville|NC|28078|17048917971|https://business.lakenormanchamber.org/directory/Contact/pGnvYnXr|http://www.savvyseniorlivingadvisors.com/|
Sawyer Insurance & Financial Services|//business.lakenormanchamber.org/directory/Details/sawyer-insurance-financial-services-1574322|224 N. Main Street|Mooresville|NC|28115|(704) 664-4838|https://business.lakenormanchamber.org/directory/Contact/plzgqKNL|http://www.sawyerifs.com/|
SBA - U.S. Small Business Administration|//business.lakenormanchamber.org/directory/Details/sba-u-s-small-business-administration-1574043|6302 Fairview Road|Charlotte|NC|28210|(704) 344-6787|https://business.lakenormanchamber.org/directory/Contact/P3BDm6Qp|https://www.sba.gov/|
Scholz and Associates|//business.lakenormanchamber.org/directory/Details/scholz-and-associates-1574007|P.O. Box 611|Cornelius|NC|28031|704.400.6926|https://business.lakenormanchamber.org/directory/Contact/P2JVmE1P|http://www.scholzandassociates.com/|
SCHWINN CPA PLLC|//business.lakenormanchamber.org/directory/Details/schwinn-cpa-pllc-1813434|19701 Bethel Church Road Suite 103 - 242|Cornelius|NC|28031|704-742-2277|https://business.lakenormanchamber.org/directory/Contact/r6Vz8EWr|http://www.schwinncpa.com/|
SCORE|//business.lakenormanchamber.org/directory/Details/score-1573864|6302 Fairview Road, Suite 300|Charlotte|NC|28210|(704) 806-6379|https://business.lakenormanchamber.org/directory/Contact/LxRkxnxp|https://charlotte.score.org/|
Sean Travis, Edward Jones, Financial Advisor|//business.lakenormanchamber.org/directory/Details/sean-travis-edward-jones-financial-advisor-3408669|21328 East Catawba Avenue|Cornelus|NC|28031|(704) 892-6119|https://business.lakenormanchamber.org/directory/Contact/r6V4mOVr|https://www.edwardjones.com/us-en/financial-advisor/sean-travis?y_source=1_OTY2MDYxLTQ4My1sb2NhdGlvbi53ZWJzaXRl|
SECU - State Employees Credit Union|//business.lakenormanchamber.org/directory/Details/secu-state-employees-credit-union-2172306|19901 Holiday Lane|Cornelius|NC|28031|7046552521|https://business.lakenormanchamber.org/directory/Contact/LEmW2x7L|http://www.ncsecu.org/|
Seek Solutions LLC|//business.lakenormanchamber.org/directory/Details/seek-solutions-llc-2965750|8116 Maxwelton Dr|Huntersville|NC|28078|5079958909|https://business.lakenormanchamber.org/directory/Contact/P22aw0DP|http://www.seeksolutions.io/|
Select Law Partners, PLLC|//business.lakenormanchamber.org/directory/Details/select-law-partners-pllc-2051290|19109 W Catawba Ave Suite 200|Cornelius|NC|28031|855-541-4867|https://business.lakenormanchamber.org/directory/Contact/pjA4No6r|http://www.selectlawpartners.com/|
Senator Vickie Sawyer|//business.lakenormanchamber.org/directory/Details/senator-vickie-sawyer-1573622|300 N. Salisbury Street, Room 410|Raleigh|NC|27603|(919) 715-3038|https://business.lakenormanchamber.org/directory/Contact/pjKWdNxP|https://www.ncleg.gov/Members/Biography/S/405|
Seniors Deliver/Eats on the Way|//business.lakenormanchamber.org/directory/Details/seniors-deliver-eats-on-the-way-2812531|729 Wood St.|Statesville|NC|28677|(980) 475-9986|https://business.lakenormanchamber.org/directory/Contact/Lv2864YL|http://seniorsdeliver.com/|
Service Team of Professionals|//business.lakenormanchamber.org/directory/Details/service-team-of-professionals-1574264|10015 Andres Duany Drive|Huntersville|NC|28078|(704) 309-7258|https://business.lakenormanchamber.org/directory/Contact/p524mM0P|https://www.stoprestoration.com/charlotte-north|
Shake Shack Huntersville|//business.lakenormanchamber.org/directory/Details/shake-shack-huntersville-2858738|16633 Birkdale Commons Pkwy|Huntersville|NC|28078|(704) 396-8101|https://business.lakenormanchamber.org/directory/Contact/LvY2XAmP|https://shakeshack.com/#/|
Shannon Campagna Custom Picture Framing|//business.lakenormanchamber.org/directory/Details/shannon-campagna-custom-picture-framing-2996513|17830 Statesville Road Suite 220|Cornelius|NC|28031|7044007900|https://business.lakenormanchamber.org/directory/Contact/Lww65bOL|http://lknconnectcommunity.com/shannon-campagna-custom-picture-framing|
Shared Resources of NC, LLC|//business.lakenormanchamber.org/directory/Details/shared-resources-of-nc-llc-1573933|P.O. Box 1055|Cornelius|NC|28031|(704) 655-0615|https://business.lakenormanchamber.org/directory/Contact/plzg87gL|http://www.sronc.com/|
Sharp Business Systems|//business.lakenormanchamber.org/directory/Details/sharp-business-systems-3820740|4725 Entrance Dr. Suite J|Charlotte|NC|28273|(678) 386-4781|https://business.lakenormanchamber.org/directory/Contact/LWbGGyBP|http://nc.sharp-sbs.com/|
Shock Therapy Suspension|//business.lakenormanchamber.org/directory/Details/shock-therapy-suspension-2671263|10400 Bryton Corporate Center Suite 300|Huntersville|NC|28078|704-727-3153|https://business.lakenormanchamber.org/directory/Contact/PNmK62np|http://shocktherapyst.com/|
Shoup Inspections, Inc.|//business.lakenormanchamber.org/directory/Details/shoup-inspections-inc-3569774|13420 Reece Boulevard West|Huntersville|NC|28078|(828) 449-7119|https://business.lakenormanchamber.org/directory/Contact/pGAynxAL|http://shoupinspections.com/|
Shred South|//business.lakenormanchamber.org/directory/Details/shred-south-1574132|626 Signal Hill Drive Ext|Statesville|NC|28625|(704) 873-8130|https://business.lakenormanchamber.org/directory/Contact/PYE7oNvP|https://www.shredsouth.com/|
Sign Here Notary Services|//business.lakenormanchamber.org/directory/Details/sign-here-notary-services-3437822|5120 Prosperity Ridge Road Unit 1506|Charlotte|NC|28269|(929) 250-7407|https://business.lakenormanchamber.org/directory/Contact/LwkOMROL|http://www.signhere.services/|
Silver Collection at the Park|//business.lakenormanchamber.org/directory/Details/silver-collection-at-the-park-3408421|12821Little Penny Lane|Huntersville|NC|28078|(704) 727-5686|https://business.lakenormanchamber.org/directory/Contact/LE1XZxqL||
Silverton Mortgage|//business.lakenormanchamber.org/directory/Details/silverton-mortgage-1573780|9525 Birkdale Crossing Drive, Suite 203|Huntersville|NC|28078|(704) 626-2444|https://business.lakenormanchamber.org/directory/Contact/r4l4BE1r|https://squinn.silvertonmortgage.com/|
Simpli.fi|//business.lakenormanchamber.org/directory/Details/simpli-fi-3627959|117 Sills Creek Lane|Mooresville|NC|28115|(704) 507-6358|https://business.lakenormanchamber.org/directory/Contact/PNv5BXnP|http://simpli.fi/|
Sims Private Investigations, LLC|//business.lakenormanchamber.org/directory/Details/sims-private-investigations-llc-3115719|9559 Glenashley Dr|Cornelius|NC|28031|336 515-0098|https://business.lakenormanchamber.org/directory/Contact/LvYwVzJP|http://www.detectivespi.com/|
Sip Social Charlotte|//business.lakenormanchamber.org/directory/Details/sip-social-charlotte-3502514|6978 Bridgewood Rd|clemmons|NC|27012|(704) 902-2885|https://business.lakenormanchamber.org/directory/Contact/PNvQjeGP|http://www.sipsocialco.com/charlotte|
Skin Social Aesthetic Boutique|//business.lakenormanchamber.org/directory/Details/skin-social-aesthetic-boutique-3513640|575 Davidson Gateway Suite 100|Davidson|NC|28036|(980) 925-5505|https://business.lakenormanchamber.org/directory/Contact/pgwdjkep|http://www.theskin.social/|
Skinfinity & Beyond|//business.lakenormanchamber.org/directory/Details/skinfinity-beyond-3571554|624 Jetton Street|Davidson|NC|28036|(704) 709-3446|https://business.lakenormanchamber.org/directory/Contact/rkVvl5JL|http://skinfinityandbeyond.info/|
Skyn Elegant Aesthetics|//business.lakenormanchamber.org/directory/Details/skyn-elegant-aesthetics-3565236|9620 Holly Point Drive Suite 200|Huntersville|NC|28078|(980) 306-7596|https://business.lakenormanchamber.org/directory/Contact/Po5176Zr|http://skynelegantaesthetics.com/|
SlipSki Boat & Dock Covers|//business.lakenormanchamber.org/directory/Details/slipski-boat-dock-covers-3408813|||||(704) 917-9911|https://business.lakenormanchamber.org/directory/Contact/P7DQVy2L|http://www.slipskiboatingsolutions.com/mid-atlantic|
Small Mouth Marketing|//business.lakenormanchamber.org/directory/Details/small-mouth-marketing-1573708|21013 Entrada Drive|Cornelius|NC|28031|(704) 502-1514|https://business.lakenormanchamber.org/directory/Contact/pjKWdoAP|https://www.smallmouthmarketing.com/|
Smithville Community Coalition Inc.|//business.lakenormanchamber.org/directory/Details/smithville-community-coalition-inc-2604922|21301 Catawba Ave Ste. 104|Cornelius|NC|28031|(704) 386-2020|https://business.lakenormanchamber.org/directory/Contact/PoWlVZ1P|http://www.smithvillecommunitycoalition.org/|
Smythe & Associates LLC|//business.lakenormanchamber.org/directory/Details/smythe-associates-llc-1573635|9820 Northcross Center Ct, Suite 185|Huntersville|NC|28078|704-266-1399|https://business.lakenormanchamber.org/directory/Contact/Lb3Nb7Zr||
Snooze Mattress Company Cornelius|//business.lakenormanchamber.org/directory/Details/snooze-mattress-company-cornelius-3911152|19732 W Catawba Avenue Suite A|Cornelius|NC|28031|(971) 414-3396|https://business.lakenormanchamber.org/directory/Contact/pG55983L|https://cornelius.snoozemattresscompany.com/|
Sodoma Law North|//business.lakenormanchamber.org/directory/Details/sodoma-law-north-1574141|18825 W. Catawba Avenue, Suite 150|Cornelius|NC|28031|(704) 584-4121|https://business.lakenormanchamber.org/directory/Contact/rnvQbkvr|https://www.sodomalaw.com/|
Solar Nails & Spa|//business.lakenormanchamber.org/directory/Details/solar-nails-spa-3323070|9832 Gilead Rd D103|Huntersville|NC|28078|(704) 947-3381|https://business.lakenormanchamber.org/directory/Contact/P36GJ3lp|http://solarnailshuntersville.com/|
Soul to Soles Connection|//business.lakenormanchamber.org/directory/Details/soul-to-soles-connection-3512684|895 East Monbo Road|Statesville|NC|28677|(704) 237-0644|https://business.lakenormanchamber.org/directory/Contact/PNvw0VVP|http://www.s2sconnection.org/|
South City Print|//business.lakenormanchamber.org/directory/Details/south-city-print-1573774|834 Tyvola Road, Suite 110|Charlotte|NC|28217|(704) 529-0555|https://business.lakenormanchamber.org/directory/Contact/Lv53k7MP|https://www.southcityprint.com/|
South Creek Construction|//business.lakenormanchamber.org/directory/Details/south-creek-construction-1573682|18611 Starcreek Drive|Cornelius|NC|28031|(704) 895-0606||http://www.southcreektrucking.com/|
South Shore Docks & Repairs|//business.lakenormanchamber.org/directory/Details/south-shore-docks-repairs-2543781|16520 Belle Isle Drive|Cornelius|NC|28031|704-437-6517|https://business.lakenormanchamber.org/directory/Contact/LwObqqJL|http://www.southshoredockrepairs.com/|
Southern First Bank|//business.lakenormanchamber.org/directory/Details/southern-first-bank-2986603|4064 Colony Road Suite 100|Charlotte|NC|28211|704.631.9717|https://business.lakenormanchamber.org/directory/Contact/pGn3O39r|http://www.southernfirst.com/|
Southstate Bank|//business.lakenormanchamber.org/directory/Details/southstate-bank-3898919|8900 Scottsboro drive|Huntersville|NC|28078|7043309602|https://business.lakenormanchamber.org/directory/Contact/Lw4kkgJr||
SouthWire Company|//business.lakenormanchamber.org/directory/Details/southwire-company-1574187|1 Southwire Drive|Carrolton|GA|30119|(704) 379-9726||https://www.southwire.com/|
Spectrum Business|//business.lakenormanchamber.org/directory/Details/spectrum-business-2958444|2804 Kinloch Ct|Clover|SC|29710|980-244-1696|https://business.lakenormanchamber.org/directory/Contact/pBKjqDoP|http://blinq.me/gknEp1Kw2mgnvLfZQQ1i|
Spotless Cleaning Service of Lake Norman|//business.lakenormanchamber.org/directory/Details/spotless-cleaning-service-of-lake-norman-1573650|2987 Charlotte Highway|Mooresville|NC|28117|(704) 677-4483|https://business.lakenormanchamber.org/directory/Contact/LzBxvQ5L|http://www.spotlesscleaningnc.com/|
Spring-Green Lawn and Tree Care|//business.lakenormanchamber.org/directory/Details/spring-green-lawn-and-tree-care-1573914|PO Box 1947|Huntersville|NC|28070|(704) 992-2802|https://business.lakenormanchamber.org/directory/Contact/P12ZYXAL|http://www.spring-green.com/|
Stanbery Investigations|//business.lakenormanchamber.org/directory/Details/stanbery-investigations-3370361|PO Box 842|Mooresville|NC|28115|(704) 643-2868|https://business.lakenormanchamber.org/directory/Contact/r6wlBo7p|http://stanberyinvestigations.com/|
Stanley Martin Homes|//business.lakenormanchamber.org/directory/Details/stanley-martin-homes-3571539|820 Forest Point Circle Suite 100|Charlotte|NC|28273|(813) 390-1317|https://business.lakenormanchamber.org/directory/Contact/rXmMdvdp|https://www.stanleymartin.com/|
Stanton Optical|//business.lakenormanchamber.org/directory/Details/stanton-optical-2398551|19930 W. Catawba Ave, Suite 140|Cornelius|NC|28031||https://business.lakenormanchamber.org/directory/Contact/LzA9Y3ZP|https://www.myeyelab.com/locations/cornelius/|
State Employees Credit Union|//business.lakenormanchamber.org/directory/Details/state-employees-credit-union-3751967|19901 Holiday Lane|Cornelius|NC|28031|7046552521|https://business.lakenormanchamber.org/directory/Contact/rkNWRbYL|http://www.ncsecu.org/|
Storytelling Partners|//business.lakenormanchamber.org/directory/Details/storytelling-partners-3520999|14911 Old Vermillion Drive|Huntersville|NC|28078|(610) 349-0814|https://business.lakenormanchamber.org/directory/Contact/LWbR3zMP|http://www.yourstorytellingpartners.com/|
Success on the Spectrum - Lake Norman|//business.lakenormanchamber.org/directory/Details/success-on-the-spectrum-lake-norman-3487504|19900 West Catawba Avenue Suite 302|CORNELIUS|NC|28031|(704) 626-5964|https://business.lakenormanchamber.org/directory/Contact/LwkyZQDL|http://successonthespectrum.com/location/lake-norman|
Suddath Moving and Storage|//business.lakenormanchamber.org/directory/Details/suddath-moving-and-storage-3339281|134 Bay Laurel Dr|Mooresville|NC|28115|(631) 512-0464|https://business.lakenormanchamber.org/directory/Contact/PNZBdVyP|http://suddath.com/moving-company/charlotte|
Sugar Bear Foundation|//business.lakenormanchamber.org/directory/Details/sugar-bear-foundation-2554552|516D River HWY #298|Mooresville|NC|28117|7606229008|https://business.lakenormanchamber.org/directory/Contact/pQeoZ2lp|http://www.thesugarbearfoundation.org/|
Summit Insurance Group, Inc.|//business.lakenormanchamber.org/directory/Details/summit-insurance-group-inc-1574034|14314 Statesville Road|Huntersville|NC|28070|(704) 659-2141|https://business.lakenormanchamber.org/directory/Contact/PNa91mGp|http://www.sumins.com/|
Summit Place of Mooresville|//business.lakenormanchamber.org/directory/Details/summit-place-of-mooresville-1574328|128 Brawley School Road|Mooresville|NC|28117|(980) 447-2511|https://business.lakenormanchamber.org/directory/Contact/rJ5lZBRL|https://www.fivestarseniorliving.com/communities/nc/mooresville/summit-place-of-mooresville|
Sun Raised Foods|//business.lakenormanchamber.org/directory/Details/sun-raised-foods-1574160|20035 Jetton Road, Suite D|Cornelius|NC|28031|(844) 417-4337|https://business.lakenormanchamber.org/directory/Contact/LWq7oM5p|http://www.sunraisedfoods.com/|
Susan Johnson & Associates|//business.lakenormanchamber.org/directory/Details/susan-johnson-associates-2579542|19721 Bethel Church Rd|Cornelius|NC|28031||https://business.lakenormanchamber.org/directory/Contact/rk5v38NP|http://www.homecarolinas.com/|
Susie Skog-Keller Williams Lake Norman|//business.lakenormanchamber.org/directory/Details/susie-skog-keller-williams-lake-norman-2911082|19721 Bethel Church Rd|Cornelius|NC|28031|704-770-7506|https://business.lakenormanchamber.org/directory/Contact/p8eGQ32P|http://www.lakenorman-houses.com/|
Sweet Dreams Mattress and Furniture|//business.lakenormanchamber.org/directory/Details/sweet-dreams-mattress-and-furniture-1573800|20647 Catawba Avenue|Cornelius|NC|28031|(704) 360-5789|https://business.lakenormanchamber.org/directory/Contact/LzBxv78L|https://www.sdmattress.com/index.html|
Swim Club Management Group, Inc.|//business.lakenormanchamber.org/directory/Details/swim-club-management-group-inc-1573699|9800 W. Kincey Ave, Suite 135|Huntersville|NC|28078|(704) 766-2726|https://business.lakenormanchamber.org/directory/Contact/rDg5W2ZL|http://www.swimclubmanagement.com/|
Swinerton|//business.lakenormanchamber.org/directory/Details/swinerton-2635452|901 Berryhill Road Suite C|Charlotte|NC|28208|7042925383|https://business.lakenormanchamber.org/directory/Contact/LwOWxAzL|http://www.swinerton.com/|
Sylvan Learning Center|//business.lakenormanchamber.org/directory/Details/sylvan-learning-center-3504362|15905 Brookway Drive Suite 4104|Huntersville|NC|28078|(704) 997-6515|https://business.lakenormanchamber.org/directory/Contact/LqWVXd2p|http://www.sylvanlearning.com/|
Symphony Park|//business.lakenormanchamber.org/directory/Details/symphony-park-2958447|12221 Sam Furr Road|Huntersville|NC|28078|(704) 351-6404|https://business.lakenormanchamber.org/directory/Contact/P361n7Jp|http://symphonyparkliving.com/|
Talley's Pier 77 Marine|//business.lakenormanchamber.org/directory/Details/talley-s-pier-77-marine-3872885|18901 Statesville Road|Cornelius|NC|28031|(704) 892-8555|https://business.lakenormanchamber.org/directory/Contact/rkM5Vz6P|http://talleyspier77.com/|
Brian Tarle|//business.lakenormanchamber.org/directory/Details/brian-tarle-2247789|807 Williamson Road Unit 106|Mooresville|NC|28115|(704) 892-4001|https://business.lakenormanchamber.org/directory/Contact/LzBxvRZL||
Taste of Buffalo Pizzeria|//business.lakenormanchamber.org/directory/Details/taste-of-buffalo-pizzeria-1573829|9610 B Sherrill Estates Road|Huntersville|NC|28078|(704) 439-0546|https://business.lakenormanchamber.org/directory/Contact/Lmwab7Wp|http://www.tasteofbuffalopizzeria.com/|
TelWare Corp.|//business.lakenormanchamber.org/directory/Details/telware-corp-1574306|1824 Industrial Center Circle|Charlotte|NC|28213|(704) 598-4700|https://business.lakenormanchamber.org/directory/Contact/rOO7o5mr|http://www.telware.com/|
Tempo Golf Club|//business.lakenormanchamber.org/directory/Details/tempo-golf-club-2995540|10410 Arahova Dr Suite C|Huntersville||28078|7042745946|https://business.lakenormanchamber.org/directory/Contact/pQVoYYeP|http://www.tempogolfclub.com/|
Tenders Fresh Foods|//business.lakenormanchamber.org/directory/Details/tenders-fresh-foods-1573738|18341 Statesville Road|Cornelius|NC|28031|(704) 895-6017|https://business.lakenormanchamber.org/directory/Contact/rkgzbwXr|https://www.eatpdq.com/|
The Alzheimer's Association|//business.lakenormanchamber.org/directory/Details/the-alzheimer-s-association-3282504|4600 Park Road Suite 250|Charlotte|NC|28209|980-498-7760|https://business.lakenormanchamber.org/directory/Contact/PNZ7lVnP|http://www.alz.org/northcarolina|
The Amazing Mr Archer|//business.lakenormanchamber.org/directory/Details/the-amazing-mr-archer-2328392|1488 Mecklenburg Hwy|Mooresville|NC|28115|(704) 214-8144|https://business.lakenormanchamber.org/directory/Contact/p037v8Jr|http://www.theamazingmrarcher.com/|
The Blanchard Institute|//business.lakenormanchamber.org/directory/Details/the-blanchard-institute-1574168|19902 North Cove Road|Cornelius|NC|28031|(704) 288-1097|https://business.lakenormanchamber.org/directory/Contact/LqWVXVWp|https://www.theblanchardinstitute.com/|
The Brawley Estate|//business.lakenormanchamber.org/directory/Details/the-brawley-estate-3306737|601 Williams Street|Mooresville|NC|28115|(980) 224-5916|https://business.lakenormanchamber.org/directory/Contact/PYb7BqvL|https://brawleyestate.com/|
The Carolina Factory|//business.lakenormanchamber.org/directory/Details/the-carolina-factory-2123003|18619 Starcreek Drive|Cornelius|NC|28031|704-997-8640||http://info@thecarolinafactory.com/|
The Catalyst Agency|//business.lakenormanchamber.org/directory/Details/the-catalyst-agency-3244849|10136 Victoria Blake Dr|Cornelius|NC|28031|(704) 359-7941|https://business.lakenormanchamber.org/directory/Contact/LbaAw6YP|http://www.thecatalystagency.us/|
The Coffee Shop|//business.lakenormanchamber.org/directory/Details/the-coffee-shop-2684253|21234 Catawba Ave|Cornelius|NC|28031|(980) 689-4234|https://business.lakenormanchamber.org/directory/Contact/LEXGZOyP|http://www.thigslkn.com/|
The Coley Law Firm, PLLC|//business.lakenormanchamber.org/directory/Details/the-coley-law-firm-pllc-1573836|10150 Mallard Creek Road Suite 209|Charlotte|NC|28262|(704) 412-3260|https://business.lakenormanchamber.org/directory/Contact/PNa91gmp|http://www.coleylawfirm.com/|
The Davidson Center for Learning & Academic Planning|//business.lakenormanchamber.org/directory/Details/the-davidson-center-for-learning-academic-planning-1574010|452 South Main Street Suite 110|Davidson|NC|28036|(704) 892-4533|https://business.lakenormanchamber.org/directory/Contact/pG94aw3L|http://www.davidsoncenter.com/|
The Exercise Coach - Huntersville|//business.lakenormanchamber.org/directory/Details/the-exercise-coach-huntersville-1574142|8600 Sam Furr Rd, Suite 280|Huntersville|NC|28078|(704) 659-0099|https://business.lakenormanchamber.org/directory/Contact/pBD4E3mL|https://www.exercisecoach.com/huntersville/|
THE FOX MORTGAGE TEAM LLC|//business.lakenormanchamber.org/directory/Details/the-fox-mortgage-team-llc-3104378|124 Gabriel Drive|Mooresville|NC|28115|(719) 728-8831|https://business.lakenormanchamber.org/directory/Contact/p8eNXgBP|http://www.foxmortgage.net/|
The Harp and Crown LKN|//business.lakenormanchamber.org/directory/Details/the-harp-and-crown-lkn-1574340|19930 W. Catawba Avenue|Cornelius|NC|28031|(704) 892-9641|https://business.lakenormanchamber.org/directory/Contact/rkgzb7zr|https://harpandcrownlkn.com/|
The Hunter Dalton HDLife Foundation|//business.lakenormanchamber.org/directory/Details/the-hunter-dalton-hdlife-foundation-2144563|P.O. Box 2482|Cornelius|NC|28031|(704) 400-0326|https://business.lakenormanchamber.org/directory/Contact/rAn2v2wp|http://www.thehdlife.org/|
